period,k,kq,vol,vol_dc,p_exp,p_min,count,count_itm
30,0.8558,0.01,0.0073,1,0.0005,0.0008,30035,301
30,0.8602,0.0109,0.0073,1,0.0006,0.0008,30035,325
30,0.8637,0.0118,0.0073,1,0.0006,0.0009,30035,353
30,0.8661,0.0127,0.0073,1,0.0006,0.0009,30035,382
30,0.8684,0.0138,0.0073,1,0.0007,0.001,30035,412
30,0.8718,0.0149,0.0073,1,0.0007,0.0011,30035,447
30,0.8748,0.0161,0.0073,1,0.0008,0.0011,30035,485
30,0.8784,0.0176,0.0073,1,0.0008,0.0012,30035,525
30,0.8809,0.0189,0.0073,1,0.0009,0.0013,30035,569
30,0.8839,0.0206,0.0073,1,0.0009,0.0014,30035,616
30,0.8874,0.0222,0.0073,1,0.001,0.0015,30035,668
30,0.8915,0.0241,0.0073,1,0.0011,0.0016,30035,723
30,0.895,0.0261,0.0073,1,0.0012,0.0018,30035,782
30,0.8976,0.0282,0.0073,1,0.0013,0.0019,30035,848
30,0.9003,0.0306,0.0073,1,0.0013,0.002,30035,918
30,0.9032,0.0331,0.0073,1,0.0014,0.0022,30035,995
30,0.9056,0.0359,0.0073,1,0.0015,0.0023,30035,1076
30,0.908,0.0389,0.0073,1,0.0016,0.0024,30035,1167
30,0.9119,0.0421,0.0073,1,0.0018,0.0027,30035,1264
30,0.915,0.0456,0.0073,1,0.0019,0.0029,30035,1369
30,0.9178,0.0494,0.0073,1,0.002,0.0031,30035,1483
30,0.9208,0.0536,0.0073,1,0.0022,0.0034,30035,1605
30,0.9232,0.058,0.0073,1,0.0023,0.0036,30035,1738
30,0.9256,0.0628,0.0073,1,0.0025,0.0038,30035,1882
30,0.9278,0.068,0.0073,1,0.0026,0.004,30035,2041
30,0.9305,0.0736,0.0073,1,0.0028,0.0043,30035,2210
30,0.9334,0.0797,0.0073,1,0.003,0.0047,30035,2393
30,0.9358,0.0863,0.0073,1,0.0032,0.005,30035,2593
30,0.9385,0.0936,0.0073,1,0.0035,0.0054,30035,2808
30,0.9413,0.1013,0.0073,1,0.0037,0.0058,30035,3042
30,0.9439,0.1097,0.0073,1,0.004,0.0063,30035,3295
30,0.9466,0.1189,0.0073,1,0.0043,0.0068,30035,3568
30,0.9494,0.1287,0.0073,1,0.0047,0.0073,30035,3865
30,0.9523,0.1394,0.0073,1,0.005,0.0079,30035,4187
30,0.9548,0.151,0.0073,1,0.0054,0.0085,30035,4534
30,0.9578,0.1635,0.0073,1,0.0059,0.0093,30035,4910
30,0.9605,0.1772,0.0073,1,0.0063,0.01,30035,5319
30,0.9635,0.1918,0.0073,1,0.0069,0.011,30035,5762
30,0.9667,0.2078,0.0073,1,0.0075,0.012,30035,6240
30,0.9697,0.2251,0.0073,1,0.0082,0.0131,30035,6758
30,0.9729,0.2438,0.0073,1,0.0089,0.0143,30035,7320
30,0.9759,0.264,0.0073,1,0.0097,0.0156,30035,7928
30,0.9793,0.286,0.0073,1,0.0106,0.0172,30035,8587
30,0.9826,0.3097,0.0073,1,0.0116,0.0188,30035,9302
30,0.9862,0.3354,0.0073,1,0.0128,0.0208,30035,10075
30,0.9899,0.3633,0.0073,1,0.0141,0.0231,30035,10911
30,0.9937,0.3935,0.0073,1,0.0155,0.0257,30035,11819
30,0.998,0.4263,0.0073,1,0.0173,0.0289,30035,12800
30,1.0,0.4597,0.0073,1,0.0181,0.0306,30035,13139
30,0.85,0.0101,0.0097,2,0.0005,0.0008,30035,300
30,0.8548,0.0109,0.0097,2,0.0006,0.0009,30035,325
30,0.8573,0.0118,0.0097,2,0.0006,0.001,30035,353
30,0.8615,0.0128,0.0097,2,0.0007,0.001,30035,381
30,0.8649,0.0138,0.0097,2,0.0007,0.0011,30035,413
30,0.8681,0.0149,0.0097,2,0.0008,0.0012,30035,448
30,0.8712,0.0161,0.0097,2,0.0008,0.0013,30035,485
30,0.8744,0.0175,0.0097,2,0.0009,0.0014,30035,526
30,0.8774,0.019,0.0097,2,0.0009,0.0015,30035,568
30,0.88,0.0205,0.0097,2,0.001,0.0015,30035,617
30,0.8817,0.0223,0.0097,2,0.001,0.0016,30035,667
30,0.8841,0.0241,0.0097,2,0.0011,0.0017,30035,723
30,0.8866,0.0261,0.0097,2,0.0011,0.0018,30035,782
30,0.889,0.0283,0.0097,2,0.0012,0.0019,30035,847
30,0.8928,0.0306,0.0097,2,0.0013,0.0021,30035,919
30,0.8962,0.0331,0.0097,2,0.0014,0.0022,30035,995
30,0.8983,0.0359,0.0097,2,0.0015,0.0024,30035,1077
30,0.9011,0.0389,0.0097,2,0.0016,0.0025,30035,1166
30,0.9035,0.0421,0.0097,2,0.0017,0.0027,30035,1264
30,0.906,0.0456,0.0097,2,0.0018,0.0029,30035,1369
30,0.9088,0.0494,0.0097,2,0.0019,0.0031,30035,1483
30,0.9115,0.0535,0.0097,2,0.0021,0.0033,30035,1606
30,0.9143,0.058,0.0097,2,0.0022,0.0036,30035,1739
30,0.9173,0.0628,0.0097,2,0.0024,0.0039,30035,1885
30,0.9205,0.068,0.0097,2,0.0026,0.0042,30035,2041
30,0.9236,0.0736,0.0097,2,0.0028,0.0046,30035,2211
30,0.9265,0.0797,0.0097,2,0.0031,0.0049,30035,2393
30,0.9294,0.0864,0.0097,2,0.0033,0.0053,30035,2592
30,0.9324,0.0936,0.0097,2,0.0036,0.0058,30035,2808
30,0.9355,0.1013,0.0097,2,0.0039,0.0063,30035,3036
30,0.9387,0.1097,0.0097,2,0.0042,0.0069,30035,3294
30,0.941,0.1189,0.0097,2,0.0045,0.0073,30035,3568
30,0.9439,0.1287,0.0097,2,0.0048,0.0079,30035,3865
30,0.947,0.1394,0.0097,2,0.0052,0.0086,30035,4187
30,0.9501,0.151,0.0097,2,0.0057,0.0094,30035,4535
30,0.9535,0.1635,0.0097,2,0.0062,0.0103,30035,4911
30,0.9568,0.1772,0.0097,2,0.0068,0.0113,30035,5319
30,0.9599,0.1919,0.0097,2,0.0074,0.0123,30035,5761
30,0.9633,0.2078,0.0097,2,0.008,0.0135,30035,6239
30,0.9665,0.2251,0.0097,2,0.0087,0.0146,30035,6758
30,0.9695,0.2437,0.0097,2,0.0094,0.0159,30035,7321
30,0.973,0.264,0.0097,2,0.0103,0.0174,30035,7929
30,0.9767,0.286,0.0097,2,0.0113,0.0192,30035,8587
30,0.9809,0.3097,0.0097,2,0.0126,0.0215,30035,9302
30,0.9845,0.3355,0.0097,2,0.0138,0.0236,30035,10074
30,0.9884,0.3634,0.0097,2,0.0151,0.026,30035,10909
30,0.9928,0.3936,0.0097,2,0.0168,0.0292,30035,11818
30,0.997,0.4262,0.0097,2,0.0185,0.0325,30035,12800
30,1.0,0.4579,0.0097,2,0.0198,0.035,30035,13271
30,0.8336,0.01,0.0114,3,0.0005,0.0008,30035,301
30,0.8391,0.0109,0.0114,3,0.0006,0.0009,30035,326
30,0.8416,0.0118,0.0114,3,0.0006,0.001,30035,353
30,0.8478,0.0128,0.0114,3,0.0007,0.0011,30035,381
30,0.8507,0.0138,0.0114,3,0.0007,0.0011,30035,413
30,0.8534,0.0149,0.0114,3,0.0007,0.0012,30035,448
30,0.8566,0.0161,0.0114,3,0.0008,0.0013,30035,485
30,0.8604,0.0175,0.0114,3,0.0008,0.0014,30035,525
30,0.8643,0.019,0.0114,3,0.0009,0.0015,30035,568
30,0.8673,0.0206,0.0114,3,0.001,0.0016,30035,616
30,0.8703,0.0222,0.0114,3,0.001,0.0017,30035,668
30,0.8745,0.0241,0.0114,3,0.0011,0.0019,30035,723
30,0.8777,0.0261,0.0114,3,0.0012,0.002,30035,782
30,0.88,0.0283,0.0114,3,0.0013,0.0021,30035,847
30,0.8824,0.0306,0.0114,3,0.0014,0.0022,30035,919
30,0.8851,0.0332,0.0114,3,0.0014,0.0024,30035,994
30,0.8878,0.0359,0.0114,3,0.0015,0.0025,30035,1077
30,0.8906,0.0389,0.0114,3,0.0016,0.0027,30035,1166
30,0.8935,0.0421,0.0114,3,0.0018,0.0029,30035,1263
30,0.8968,0.0456,0.0114,3,0.0019,0.0031,30035,1368
30,0.9,0.0494,0.0114,3,0.002,0.0033,30035,1483
30,0.9035,0.0535,0.0114,3,0.0022,0.0036,30035,1606
30,0.9063,0.058,0.0114,3,0.0024,0.0039,30035,1739
30,0.9094,0.0628,0.0114,3,0.0026,0.0042,30035,1885
30,0.9127,0.068,0.0114,3,0.0028,0.0046,30035,2039
30,0.9157,0.0736,0.0114,3,0.003,0.0049,30035,2211
30,0.919,0.0797,0.0114,3,0.0033,0.0054,30035,2393
30,0.9226,0.0864,0.0114,3,0.0036,0.0058,30035,2591
30,0.9259,0.0935,0.0114,3,0.0038,0.0063,30035,2809
30,0.9291,0.1013,0.0114,3,0.0042,0.0069,30035,3042
30,0.9326,0.1097,0.0114,3,0.0045,0.0075,30035,3294
30,0.9359,0.1188,0.0114,3,0.0049,0.0082,30035,3569
30,0.9393,0.1287,0.0114,3,0.0053,0.0089,30035,3864
30,0.9426,0.1394,0.0114,3,0.0058,0.0096,30035,4186
30,0.946,0.151,0.0114,3,0.0063,0.0105,30035,4535
30,0.949,0.1635,0.0114,3,0.0067,0.0113,30035,4910
30,0.9528,0.1771,0.0114,3,0.0074,0.0125,30035,5320
30,0.9563,0.1918,0.0114,3,0.008,0.0136,30035,5762
30,0.96,0.2078,0.0114,3,0.0088,0.0149,30035,6240
30,0.9637,0.225,0.0114,3,0.0096,0.0164,30035,6759
30,0.9674,0.2438,0.0114,3,0.0104,0.0179,30035,7320
30,0.9716,0.2641,0.0114,3,0.0115,0.0198,30035,7928
30,0.9756,0.2859,0.0114,3,0.0126,0.0218,30035,8588
30,0.9797,0.3097,0.0114,3,0.0138,0.0241,30035,9302
30,0.9837,0.3356,0.0114,3,0.0151,0.0265,30035,10073
30,0.9882,0.3633,0.0114,3,0.0167,0.0294,30035,10911
30,0.993,0.3935,0.0114,3,0.0185,0.033,30035,11818
30,0.998,0.4262,0.0114,3,0.0206,0.0369,30035,12800
30,1.0,0.4524,0.0114,3,0.0214,0.0386,30035,13025
30,0.824,0.01,0.0131,4,0.0006,0.0009,30035,301
30,0.8271,0.0109,0.0131,4,0.0006,0.001,30035,326
30,0.8296,0.0118,0.0131,4,0.0006,0.001,30035,353
30,0.8319,0.0128,0.0131,4,0.0007,0.001,30035,381
30,0.837,0.0138,0.0131,4,0.0007,0.0011,30035,413
30,0.8397,0.0149,0.0131,4,0.0008,0.0012,30035,448
30,0.8451,0.0162,0.0131,4,0.0009,0.0013,30035,484
30,0.8494,0.0175,0.0131,4,0.0009,0.0014,30035,526
30,0.8531,0.0189,0.0131,4,0.001,0.0015,30035,569
30,0.8571,0.0206,0.0131,4,0.0011,0.0017,30035,616
30,0.8601,0.0223,0.0131,4,0.0011,0.0018,30035,667
30,0.8632,0.0241,0.0131,4,0.0012,0.0019,30035,722
30,0.8666,0.0261,0.0131,4,0.0013,0.002,30035,783
30,0.8702,0.0282,0.0131,4,0.0014,0.0021,30035,848
30,0.8735,0.0306,0.0131,4,0.0015,0.0023,30035,918
30,0.8768,0.0331,0.0131,4,0.0016,0.0025,30035,995
30,0.881,0.0359,0.0131,4,0.0017,0.0027,30035,1077
30,0.8851,0.0389,0.0131,4,0.0019,0.0029,30035,1167
30,0.8878,0.0421,0.0131,4,0.002,0.0031,30035,1264
30,0.8911,0.0456,0.0131,4,0.0021,0.0034,30035,1368
30,0.8943,0.0494,0.0131,4,0.0023,0.0036,30035,1483
30,0.8975,0.0535,0.0131,4,0.0025,0.0039,30035,1605
30,0.9008,0.0579,0.0131,4,0.0026,0.0042,30035,1740
30,0.904,0.0628,0.0131,4,0.0028,0.0045,30035,1885
30,0.9073,0.068,0.0131,4,0.0031,0.0049,30035,2040
30,0.9107,0.0736,0.0131,4,0.0033,0.0053,30035,2210
30,0.9139,0.0797,0.0131,4,0.0035,0.0057,30035,2393
30,0.9172,0.0863,0.0131,4,0.0038,0.0061,30035,2593
30,0.9203,0.0936,0.0131,4,0.0041,0.0066,30035,2808
30,0.9246,0.1013,0.0131,4,0.0045,0.0073,30035,3042
30,0.9282,0.1097,0.0131,4,0.0049,0.008,30035,3295
30,0.9316,0.1189,0.0131,4,0.0053,0.0086,30035,3568
30,0.9347,0.1287,0.0131,4,0.0057,0.0093,30035,3863
30,0.9381,0.1395,0.0131,4,0.0061,0.0101,30035,4186
30,0.9415,0.151,0.0131,4,0.0066,0.011,30035,4533
30,0.9449,0.1635,0.0131,4,0.0071,0.0119,30035,4911
30,0.9485,0.1772,0.0131,4,0.0078,0.013,30035,5319
30,0.9524,0.1918,0.0131,4,0.0085,0.0143,30035,5762
30,0.9562,0.2078,0.0131,4,0.0092,0.0156,30035,6238
30,0.96,0.2251,0.0131,4,0.0101,0.0171,30035,6758
30,0.9636,0.2438,0.0131,4,0.0109,0.0186,30035,7320
30,0.9676,0.264,0.0131,4,0.0119,0.0204,30035,7929
30,0.9717,0.286,0.0131,4,0.013,0.0225,30035,8587
30,0.9759,0.3097,0.0131,4,0.0143,0.0247,30035,9301
30,0.981,0.3356,0.0131,4,0.0159,0.0278,30035,10071
30,0.9858,0.3633,0.0131,4,0.0176,0.0309,30035,10912
30,0.991,0.3935,0.0131,4,0.0196,0.0346,30035,11818
30,0.9961,0.4262,0.0131,4,0.0217,0.0386,30035,12800
30,1.0,0.4587,0.0131,4,0.0234,0.0418,30035,13295
30,0.8089,0.0101,0.0147,5,0.0006,0.0011,30035,300
30,0.8138,0.0109,0.0147,5,0.0007,0.0012,30035,325
30,0.817,0.0118,0.0147,5,0.0007,0.0012,30035,352
30,0.8216,0.0127,0.0147,5,0.0008,0.0013,30035,382
30,0.8254,0.0138,0.0147,5,0.0008,0.0014,30035,413
30,0.8274,0.0149,0.0147,5,0.0008,0.0014,30035,448
30,0.8305,0.0162,0.0147,5,0.0009,0.0015,30035,484
30,0.8332,0.0175,0.0147,5,0.0009,0.0016,30035,525
30,0.8373,0.019,0.0147,5,0.001,0.0017,30035,567
30,0.8413,0.0206,0.0147,5,0.0011,0.0018,30035,616
30,0.8459,0.0223,0.0147,5,0.0012,0.002,30035,666
30,0.8497,0.0241,0.0147,5,0.0013,0.0021,30035,723
30,0.8538,0.0261,0.0147,5,0.0014,0.0023,30035,783
30,0.8579,0.0283,0.0147,5,0.0015,0.0024,30035,847
30,0.8621,0.0306,0.0147,5,0.0016,0.0026,30035,918
30,0.8664,0.0332,0.0147,5,0.0018,0.0028,30035,994
30,0.8695,0.0359,0.0147,5,0.0019,0.003,30035,1077
30,0.8736,0.0389,0.0147,5,0.002,0.0032,30035,1167
30,0.8777,0.0421,0.0147,5,0.0022,0.0035,30035,1263
30,0.8814,0.0456,0.0147,5,0.0023,0.0038,30035,1368
30,0.8851,0.0494,0.0147,5,0.0025,0.0041,30035,1483
30,0.8886,0.0535,0.0147,5,0.0027,0.0044,30035,1606
30,0.8928,0.0579,0.0147,5,0.0029,0.0048,30035,1740
30,0.8964,0.0628,0.0147,5,0.0031,0.0051,30035,1884
30,0.9001,0.068,0.0147,5,0.0034,0.0056,30035,2041
30,0.9032,0.0736,0.0147,5,0.0036,0.0059,30035,2208
30,0.9069,0.0797,0.0147,5,0.0039,0.0064,30035,2394
30,0.9103,0.0864,0.0147,5,0.0042,0.0069,30035,2591
30,0.9141,0.0935,0.0147,5,0.0045,0.0075,30035,2809
30,0.9175,0.1013,0.0147,5,0.0048,0.0081,30035,3042
30,0.9211,0.1098,0.0147,5,0.0052,0.0087,30035,3291
30,0.9246,0.1189,0.0147,5,0.0056,0.0094,30035,3568
30,0.9283,0.1287,0.0147,5,0.0061,0.0102,30035,3865
30,0.9319,0.1394,0.0147,5,0.0066,0.0111,30035,4186
30,0.9359,0.151,0.0147,5,0.0072,0.0121,30035,4535
30,0.9398,0.1636,0.0147,5,0.0078,0.0131,30035,4910
30,0.9439,0.1771,0.0147,5,0.0085,0.0144,30035,5320
30,0.948,0.1918,0.0147,5,0.0092,0.0157,30035,5762
30,0.9519,0.2078,0.0147,5,0.01,0.0172,30035,6240
30,0.9558,0.2251,0.0147,5,0.0108,0.0187,30035,6758
30,0.9607,0.2438,0.0147,5,0.012,0.0207,30035,7320
30,0.9651,0.264,0.0147,5,0.0131,0.0228,30035,7929
30,0.9694,0.2859,0.0147,5,0.0143,0.025,30035,8588
30,0.974,0.3097,0.0147,5,0.0156,0.0274,30035,9301
30,0.9789,0.3354,0.0147,5,0.0172,0.0304,30035,10075
30,0.9842,0.3633,0.0147,5,0.0191,0.0339,30035,10911
30,0.9894,0.3935,0.0147,5,0.0211,0.0376,30035,11819
30,0.995,0.4262,0.0147,5,0.0233,0.0419,30035,12801
30,1.0,0.4633,0.0147,5,0.0255,0.0461,30035,13402
30,0.7882,0.0101,0.0166,6,0.0007,0.0012,30036,300
30,0.7943,0.0109,0.0166,6,0.0007,0.0013,30036,326
30,0.799,0.0118,0.0166,6,0.0008,0.0014,30036,352
30,0.8023,0.0128,0.0166,6,0.0008,0.0015,30036,381
30,0.8052,0.0138,0.0166,6,0.0009,0.0015,30036,413
30,0.8105,0.0149,0.0166,6,0.0009,0.0016,30036,448
30,0.8154,0.0161,0.0166,6,0.001,0.0018,30036,485
30,0.8198,0.0175,0.0166,6,0.0011,0.0019,30036,525
30,0.8236,0.0189,0.0166,6,0.0012,0.002,30036,569
30,0.8276,0.0206,0.0166,6,0.0012,0.0021,30036,616
30,0.8314,0.0222,0.0166,6,0.0013,0.0022,30036,668
30,0.8362,0.0241,0.0166,6,0.0014,0.0024,30036,723
30,0.8414,0.0261,0.0166,6,0.0016,0.0026,30036,783
30,0.8453,0.0283,0.0166,6,0.0017,0.0028,30036,847
30,0.8492,0.0306,0.0166,6,0.0018,0.0029,30036,919
30,0.8538,0.0331,0.0166,6,0.0019,0.0032,30036,995
30,0.8583,0.0359,0.0166,6,0.0021,0.0034,30036,1077
30,0.8624,0.0389,0.0166,6,0.0022,0.0037,30036,1167
30,0.867,0.0421,0.0166,6,0.0024,0.004,30036,1264
30,0.8716,0.0456,0.0166,6,0.0026,0.0043,30036,1370
30,0.875,0.0494,0.0166,6,0.0028,0.0045,30036,1483
30,0.8786,0.0535,0.0166,6,0.003,0.0048,30036,1606
30,0.8832,0.0579,0.0166,6,0.0032,0.0053,30036,1740
30,0.8867,0.0628,0.0166,6,0.0034,0.0056,30036,1885
30,0.891,0.068,0.0166,6,0.0037,0.0061,30036,2041
30,0.8947,0.0736,0.0166,6,0.004,0.0065,30036,2211
30,0.8989,0.0797,0.0166,6,0.0043,0.0071,30036,2394
30,0.9025,0.0864,0.0166,6,0.0046,0.0075,30036,2592
30,0.9069,0.0936,0.0166,6,0.005,0.0082,30036,2808
30,0.9106,0.1013,0.0166,6,0.0054,0.0088,30036,3042
30,0.9154,0.1097,0.0166,6,0.0059,0.0097,30036,3295
30,0.9198,0.1189,0.0166,6,0.0064,0.0105,30036,3568
30,0.9236,0.1287,0.0166,6,0.0068,0.0113,30036,3865
30,0.9273,0.1394,0.0166,6,0.0073,0.0122,30036,4187
30,0.9318,0.151,0.0166,6,0.008,0.0134,30036,4532
30,0.9357,0.1636,0.0166,6,0.0086,0.0144,30036,4909
30,0.9406,0.1772,0.0166,6,0.0094,0.0159,30036,5319
30,0.9448,0.1918,0.0166,6,0.0102,0.0173,30036,5762
30,0.9493,0.2079,0.0166,6,0.0111,0.0189,30036,6240
30,0.9537,0.2251,0.0166,6,0.0121,0.0207,30036,6758
30,0.9579,0.2437,0.0166,6,0.013,0.0225,30036,7321
30,0.9631,0.264,0.0166,6,0.0144,0.0249,30036,7928
30,0.9677,0.286,0.0166,6,0.0156,0.0272,30036,8587
30,0.9734,0.3097,0.0166,6,0.0173,0.0304,30036,9302
30,0.9786,0.3355,0.0166,6,0.019,0.0336,30036,10074
30,0.9838,0.3634,0.0166,6,0.0208,0.037,30036,10912
30,0.9895,0.3935,0.0166,6,0.023,0.0412,30036,11819
30,0.996,0.4263,0.0166,6,0.0256,0.0463,30036,12801
30,1.0,0.4591,0.0166,6,0.0274,0.0496,30036,13237
30,0.7703,0.01,0.0189,7,0.0008,0.0014,30035,301
30,0.7738,0.0109,0.0189,7,0.0008,0.0014,30035,326
30,0.7781,0.0118,0.0189,7,0.0008,0.0015,30035,353
30,0.7815,0.0128,0.0189,7,0.0009,0.0016,30035,381
30,0.7877,0.0138,0.0189,7,0.001,0.0017,30035,414
30,0.7924,0.0149,0.0189,7,0.001,0.0018,30035,447
30,0.7986,0.0161,0.0189,7,0.0011,0.002,30035,485
30,0.8039,0.0175,0.0189,7,0.0012,0.0021,30035,525
30,0.8069,0.019,0.0189,7,0.0013,0.0022,30035,568
30,0.8119,0.0206,0.0189,7,0.0014,0.0024,30035,616
30,0.8167,0.0223,0.0189,7,0.0015,0.0025,30035,667
30,0.8204,0.0241,0.0189,7,0.0016,0.0027,30035,723
30,0.8245,0.0261,0.0189,7,0.0017,0.0028,30035,782
30,0.8306,0.0283,0.0189,7,0.0018,0.0031,30035,847
30,0.8349,0.0306,0.0189,7,0.0019,0.0033,30035,919
30,0.839,0.0332,0.0189,7,0.0021,0.0035,30035,993
30,0.844,0.0359,0.0189,7,0.0023,0.0037,30035,1078
30,0.8486,0.0389,0.0189,7,0.0024,0.004,30035,1167
30,0.8542,0.0421,0.0189,7,0.0026,0.0043,30035,1264
30,0.8586,0.0456,0.0189,7,0.0028,0.0047,30035,1369
30,0.8625,0.0494,0.0189,7,0.003,0.0049,30035,1483
30,0.8664,0.0535,0.0189,7,0.0032,0.0053,30035,1606
30,0.8715,0.0579,0.0189,7,0.0035,0.0057,30035,1740
30,0.8758,0.0628,0.0189,7,0.0038,0.0061,30035,1885
30,0.8806,0.068,0.0189,7,0.0041,0.0066,30035,2040
30,0.8854,0.0736,0.0189,7,0.0044,0.0072,30035,2210
30,0.8892,0.0797,0.0189,7,0.0047,0.0077,30035,2393
30,0.8941,0.0864,0.0189,7,0.0051,0.0084,30035,2592
30,0.8986,0.0936,0.0189,7,0.0055,0.0091,30035,2808
30,0.9028,0.1013,0.0189,7,0.0059,0.0098,30035,3042
30,0.9077,0.1098,0.0189,7,0.0065,0.0107,30035,3294
30,0.9118,0.1189,0.0189,7,0.0069,0.0115,30035,3568
30,0.9167,0.1287,0.0189,7,0.0075,0.0125,30035,3865
30,0.9205,0.1394,0.0189,7,0.008,0.0134,30035,4186
30,0.9251,0.151,0.0189,7,0.0087,0.0146,30035,4535
30,0.93,0.1635,0.0189,7,0.0095,0.016,30035,4911
30,0.9341,0.1772,0.0189,7,0.0102,0.0173,30035,5319
30,0.939,0.1918,0.0189,7,0.0111,0.0189,30035,5762
30,0.9433,0.2078,0.0189,7,0.0119,0.0204,30035,6240
30,0.9488,0.2251,0.0189,7,0.0131,0.0226,30035,6758
30,0.9537,0.2438,0.0189,7,0.0143,0.0247,30035,7320
30,0.9583,0.264,0.0189,7,0.0154,0.0268,30035,7928
30,0.9645,0.2859,0.0189,7,0.0171,0.03,30035,8588
30,0.9697,0.3097,0.0189,7,0.0187,0.0329,30035,9302
30,0.9752,0.3355,0.0189,7,0.0205,0.0362,30035,10074
30,0.9809,0.3633,0.0189,7,0.0225,0.04,30035,10911
30,0.9868,0.3935,0.0189,7,0.0247,0.0443,30035,11818
30,0.9936,0.4262,0.0189,7,0.0275,0.0496,30035,12799
30,1.0,0.4659,0.0189,7,0.0303,0.0549,30035,13463
30,0.757,0.0101,0.022,8,0.0008,0.0015,30035,299
30,0.7589,0.0109,0.022,8,0.0008,0.0015,30035,326
30,0.7627,0.0118,0.022,8,0.0009,0.0016,30035,352
30,0.7674,0.0127,0.022,8,0.0009,0.0016,30035,382
30,0.7725,0.0138,0.022,8,0.001,0.0018,30035,414
30,0.7768,0.0149,0.022,8,0.0011,0.0019,30035,447
30,0.7823,0.0161,0.022,8,0.0011,0.002,30035,485
30,0.7884,0.0175,0.022,8,0.0012,0.0022,30035,526
30,0.7947,0.0189,0.022,8,0.0014,0.0023,30035,569
30,0.8008,0.0206,0.022,8,0.0015,0.0026,30035,616
30,0.8061,0.0222,0.022,8,0.0016,0.0027,30035,668
30,0.8105,0.0241,0.022,8,0.0017,0.0029,30035,723
30,0.8144,0.0261,0.022,8,0.0018,0.0031,30035,783
30,0.8175,0.0283,0.022,8,0.0019,0.0032,30035,847
30,0.8244,0.0306,0.022,8,0.0021,0.0035,30035,918
30,0.8305,0.0332,0.022,8,0.0023,0.0039,30035,994
30,0.8349,0.0359,0.022,8,0.0024,0.0041,30035,1078
30,0.8394,0.0389,0.022,8,0.0026,0.0044,30035,1167
30,0.8447,0.0421,0.022,8,0.0028,0.0048,30035,1263
30,0.8495,0.0456,0.022,8,0.003,0.0051,30035,1369
30,0.8546,0.0494,0.022,8,0.0033,0.0055,30035,1482
30,0.8579,0.0535,0.022,8,0.0034,0.0059,30035,1604
30,0.8623,0.0579,0.022,8,0.0037,0.0063,30035,1740
30,0.866,0.0628,0.022,8,0.0039,0.0067,30035,1884
30,0.8706,0.068,0.022,8,0.0042,0.0072,30035,2040
30,0.875,0.0739,0.022,8,0.0045,0.0077,30035,2202
30,0.8792,0.0797,0.022,8,0.0048,0.0083,30035,2394
30,0.8841,0.0864,0.022,8,0.0052,0.009,30035,2591
30,0.8889,0.0939,0.022,8,0.0057,0.0097,30035,2802
30,0.893,0.1013,0.022,8,0.0061,0.0104,30035,3041
30,0.8982,0.1097,0.022,8,0.0066,0.0114,30035,3295
30,0.9032,0.1188,0.022,8,0.0072,0.0124,30035,3569
30,0.9082,0.1287,0.022,8,0.0078,0.0135,30035,3865
30,0.9128,0.1394,0.022,8,0.0084,0.0146,30035,4186
30,0.9187,0.151,0.022,8,0.0093,0.0161,30035,4535
30,0.9233,0.1635,0.022,8,0.01,0.0174,30035,4911
30,0.9282,0.1771,0.022,8,0.0108,0.0189,30035,5320
30,0.9333,0.1921,0.022,8,0.0118,0.0206,30035,5754
30,0.9389,0.2078,0.022,8,0.0129,0.0226,30035,6240
30,0.9444,0.2251,0.022,8,0.0141,0.0248,30035,6758
30,0.9497,0.2438,0.022,8,0.0153,0.0271,30035,7320
30,0.9554,0.264,0.022,8,0.0168,0.0298,30035,7928
30,0.961,0.286,0.022,8,0.0183,0.0327,30035,8587
30,0.967,0.3097,0.022,8,0.0201,0.0361,30035,9302
30,0.973,0.3356,0.022,8,0.022,0.0397,30035,10070
30,0.9795,0.3633,0.022,8,0.0243,0.0441,30035,10912
30,0.9867,0.3935,0.022,8,0.027,0.0492,30035,11819
30,0.994,0.4262,0.022,8,0.03,0.0549,30035,12800
30,1.0,0.4681,0.022,8,0.0326,0.0599,30035,13442
30,0.7278,0.01,0.0272,9,0.0009,0.0015,30035,301
30,0.7318,0.0109,0.0272,9,0.0009,0.0016,30035,325
30,0.7393,0.0118,0.0272,9,0.001,0.0017,30035,352
30,0.7462,0.0127,0.0272,9,0.0011,0.0019,30035,382
30,0.7525,0.0138,0.0272,9,0.0012,0.002,30035,414
30,0.7574,0.0149,0.0272,9,0.0013,0.0021,30035,448
30,0.7639,0.0161,0.0272,9,0.0014,0.0023,30035,485
30,0.7672,0.0175,0.0272,9,0.0014,0.0024,30035,523
30,0.7735,0.019,0.0272,9,0.0015,0.0026,30035,568
30,0.7807,0.0206,0.0272,9,0.0017,0.0028,30035,615
30,0.7844,0.0222,0.0272,9,0.0018,0.003,30035,668
30,0.7901,0.0241,0.0272,9,0.0019,0.0032,30035,723
30,0.7957,0.0261,0.0272,9,0.002,0.0035,30035,782
30,0.7997,0.0282,0.0272,9,0.0021,0.0037,30035,848
30,0.8044,0.0306,0.0272,9,0.0023,0.0039,30035,919
30,0.8099,0.0331,0.0272,9,0.0025,0.0042,30035,995
30,0.8147,0.0359,0.0272,9,0.0026,0.0045,30035,1077
